Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
511,2,Org,2,2018,SANTANA,5.58,1.86,33,NA,NA,NA,NA,NA,9.272608385,3.090869462,57.40449999,19.13483333,55.2,62.9,NA,54.75,NA,NA,955.8208,1061.1491,NA,949.66525,NA,NA,50.8,58.2,NA,55.8,NA,NA,59.6,67.6,NA,53.7,NA,NA,895.6332,996.8578,NA,964.0282,NA,NA,1016.0084,1125.4404,NA,935.3023,NA,NA,0.3571,0.3305,NA,0.331,NA,0.393,NA,0.7538,0.7812,NA,0.7431,NA,0.8795,NA,19.063,19.37,NA,19.365,NA,18.653,NA,40.327,38.509,NA,38.55,NA,42.817,NA,5.64,4.725,NA,5.68,NA,2.743,NA,0.4,117,0.1816,62,0.337933333,117,0.049163071,95,0.016673022,0.18163822,NA,NA,0.159725111,NA,0.145219068,0.012136087,0.101479057,NA,NA,0.087604219,NA,0.085975149,0.04,0.38,NA,NA,0.38,NA,0.4,0.1049,0.6562,NA,NA,0.9422,NA,1.0138,0.034966667,0.218733333,NA,NA,0.314066667,NA,0.337933333,0.001341753,0.11699001,NA,NA,0.147489213,NA,0.144542247,0.000447251,0.03899667,NA,NA,0.049163071,NA,0.048180749
736,3,Con,1,2018,SANTANA,4.92,1.64,48,NA,NA,NA,NA,NA,8.685418979,2.89513966,47.56565004,15.85521668,61.05,59.45,NA,53.95,NA,NA,1035.84295,1013.95655,NA,938.72205,NA,NA,61.7,56.4,NA,54.5,NA,NA,60.4,62.5,NA,53.4,NA,NA,1044.7343,972.2356,NA,946.2455,NA,NA,1026.9516,1055.6775,NA,931.1986,NA,NA,0.3027,0.3434,NA,0.3705,NA,0.3386,NA,0.7225,0.8471,NA,0.8632,NA,0.8717,NA,19.709,19.215,NA,18.903,NA,19.272,NA,36.818,39.313,NA,41.162,NA,39.014,NA,5.932,3.255,NA,3.02,NA,2.672,NA,0.48,95,0.213,95,0.389966667,95,0.081746977,95,0.014929577,0.090623188,NA,NA,0.21298829,NA,0.152403901,0.007071068,0.058384215,NA,NA,0.093656411,NA,0.074248199,0.02,0.24,NA,NA,0.48,NA,0.3,0.0071,0.207,NA,NA,1.1699,NA,0.8819,0.002366667,0.069,NA,NA,0.389966667,NA,0.293966667,8.13E-05,0.018062772,NA,NA,0.245240931,NA,0.131324286,2.71E-05,0.006020924,NA,NA,0.081746977,NA,0.043774762
922,4,Con,2,2018,SANTANA,8.1,2.7,26,NA,NA,NA,NA,NA,8.685418979,2.89513966,47.56565004,15.85521668,54.5,57.35,NA,53.95,NA,NA,946.2455,985.23065,NA,938.72205,NA,NA,46.4,53.7,NA,58.3,NA,NA,62.6,61,NA,49.6,NA,NA,835.4456,935.3023,NA,998.2257,NA,NA,1057.0454,1035.159,NA,879.2184,NA,NA,0.4108,0.3884,NA,0.3763,NA,0.3426,NA,0.8858,0.8999,NA,0.882,NA,0.8561,NA,18.459,18.703,NA,18.837,NA,19.225,NA,44.205,42.453,NA,41.57,NA,39.264,NA,2.678,2.237,NA,2.606,NA,3.043,NA,0.51,95,0.3197,95,0.370766667,95,0.117424438,95,0.048145063,0.261184975,NA,NA,0.319678144,NA,NA,0.032363413,0.107740974,NA,NA,0.073065177,NA,NA,0.13,0.5,NA,NA,0.51,NA,NA,0.4922,0.6709,NA,NA,1.1123,NA,NA,0.164066667,0.223633333,NA,NA,0.370766667,NA,NA,0.022005057,0.173045679,NA,NA,0.352273314,NA,NA,0.007335019,0.057681893,NA,NA,0.117424438,NA,NA
191,1,Org,1,2016,SANTE,5.84,NA,NA,8,8.815285714,6.367714286,1.392100123,188.4695809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,2,Org,2,2016,SANTE,4.04,NA,NA,9,9.172714286,6.386642857,1.442138151,197.357429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,4,Con,1,2016,SANTE,5.92,NA,NA,9,8.786857143,5.990142857,1.462254022,166.6474591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,4,Con,2,2016,SANTE,5.92,NA,NA,9,8.786857143,5.990142857,1.462254022,166.6474591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1,Org,1,2017,SANTE,7.95,2.65,38.66666667,9.571428571,9.979285714,7.187642857,1.391727113,266.8258872,24.47359435,8.15786478,76.8239,25.60796668,NA,NA,41.05,NA,39.5,49.2,NA,NA,762.26295,NA,741.0605,873.7468,NA,NA,40.2,NA,39.5,49.2,NA,NA,41.9,NA,NA,NA,NA,NA,750.6358,NA,741.0605,873.7468,NA,NA,773.8901,NA,NA,NA,NA,NA,0.1577,NA,0.3383,NA,0.3049,NA,NA,0.8805,NA,0.8944,NA,0.8917,NA,NA,21.75,NA,19.275,NA,19.683,NA,NA,29.896,NA,38.982,NA,36.962,NA,NA,1.9,NA,2.172,NA,2.115,0.6,87,0.3401,102,0.6554,87,0.217515304,102,NA,NA,0.302253811,0.325382972,NA,0.34021624,NA,NA,NA,0.095809359,0.102368489,NA,0.106675598,NA,NA,NA,0.58,0.6,NA,0.55,NA,NA,NA,1.1678,1.9662,NA,1.9224,NA,NA,NA,0.389266667,0.6554,NA,0.6408,NA,NA,NA,0.3534,0.6384,NA,0.652545913,NA,NA,NA,0.1178,0.2128,NA,0.217515304,NA
483,2,Org,2,2017,SANTE,7.45,2.483333333,34,9.571428571,9.852571429,7.3715,1.339045691,295.986223,17.68535204,5.895117345,65.679775,21.89325833,NA,NA,45.7,NA,42.2,47.6,NA,NA,825.8703,NA,777.9938,851.8604,NA,NA,43.6,NA,42.2,47.6,NA,NA,47.8,NA,NA,NA,NA,NA,797.1444,NA,777.9938,851.8604,NA,NA,854.5962,NA,NA,NA,NA,NA,0.3037,NA,NA,NA,0.2811,NA,NA,0.9014,NA,NA,NA,0.8395,NA,NA,19.697,NA,NA,NA,19.988,NA,NA,36.883,NA,NA,NA,35.643,NA,NA,1.913,NA,NA,NA,3.108,0.55,87,0.3225,87,0.511033333,87,0.1643,87,NA,NA,0.238757874,0.322560172,NA,0.24136651,NA,NA,NA,0.10268577,0.099693241,NA,0.085314052,NA,NA,NA,0.41,0.55,NA,0.43,NA,NA,NA,1.1271,1.5331,NA,1.50427,NA,NA,NA,0.3757,0.511033333,NA,0.501423333,NA,NA,NA,0.2676,0.4929,NA,0.361006938,NA,NA,NA,0.0892,0.1643,NA,0.120335646,NA
787,3,Con,1,2017,SANTE,7.61,2.536666667,41,9,10.21442857,6.925428571,1.478511527,259.6620177,19.5114301,6.503810035,61.077225,20.359075,NA,NA,44.7,NA,45.1,49.8,NA,NA,812.1913,NA,817.6629,881.9542,NA,NA,43.7,NA,45.1,49.8,NA,NA,45.7,NA,NA,NA,NA,NA,798.5123,NA,817.6629,881.9542,NA,NA,825.8703,NA,NA,NA,NA,NA,0.2423,NA,NA,NA,0.3385,NA,NA,0.8923,NA,NA,NA,0.9077,NA,NA,20.502,NA,NA,NA,19.272,NA,NA,33.618,NA,NA,NA,39.003,NA,NA,1.913,NA,NA,NA,1.886,0.65,87,0.3561,87,0.438383333,102,0.15439895,87,NA,NA,0.306192396,0.356092395,NA,0.287316276,NA,NA,NA,0.100760273,0.102299302,NA,0.079140844,NA,NA,NA,0.5,0.65,NA,0.48,NA,NA,NA,1.2651,1.3032,NA,1.31515,NA,NA,NA,0.4217,0.4344,NA,0.438383333,NA,NA,NA,0.386570274,0.46319685,NA,0.376345856,NA,NA,NA,0.128856758,0.15439895,NA,0.125448619,NA
966,4,Con,2,2017,SANTE,4.84,1.613333333,32,7.857142857,11.013,7.463357143,1.479431694,326.9375245,26.81108292,8.937027637,75.718725,25.239575,NA,NA,42.7,NA,45.3,43.5,NA,NA,784.8333,NA,820.3987,795.7765,NA,NA,44.7,NA,45.3,43.5,NA,NA,40.7,NA,NA,NA,NA,NA,812.1913,NA,820.3987,795.7765,NA,NA,757.4753,NA,NA,NA,NA,NA,0.2943,NA,0.3344,NA,0.3376,NA,NA,0.8966,NA,0.8738,NA,0.8873,NA,NA,19.819,NA,19.322,NA,19.284,NA,NA,36.382,NA,38.734,NA,38.957,NA,NA,1.982,NA,2.61,NA,2.326,0.68,87,0.4275,87,0.5596,87,0.238766667,87,NA,NA,0.305031847,0.427538122,NA,0.344325258,NA,NA,NA,0.094240512,0.122360517,NA,0.114800587,NA,NA,NA,0.48,0.68,NA,0.61,NA,NA,NA,1.3188,1.6788,NA,1.67879,NA,NA,NA,0.4396,0.5596,NA,0.559596667,NA,NA,NA,0.401026066,0.7163,NA,0.57627548,NA,NA,NA,0.133675355,0.238766667,NA,0.192091827,NA
164,1,Org,1,2018,SANTE,7.76,2.586666667,24.66666667,NA,NA,NA,NA,NA,21.22124533,7.073748445,107.2764,35.7588,50.75,47.2,NA,46,NA,NA,894.94925,846.3888,NA,829.974,NA,NA,53.5,44.6,NA,44.8,NA,NA,48,49.8,NA,47.2,NA,NA,932.5665,810.8234,NA,813.5592,NA,NA,857.332,881.9542,NA,846.3888,NA,NA,0.3456,0.3388,NA,0.2981,NA,NA,NA,0.8858,0.8871,NA,0.8038,NA,NA,NA,19.189,19.269,NA,19.772,NA,NA,NA,39.454,39.019,NA,36.604,NA,NA,NA,2.389,2.335,NA,3.975,NA,NA,NA,0.48,95,0.2608,62,0.555933333,117,0.107354721,95,0.06562326,0.260756294,NA,NA,0.202393617,NA,0.182876244,0.041143059,0.093329402,NA,NA,0.101404757,NA,0.093011358,0.15,0.46,NA,NA,0.48,NA,0.4,0.6105,1.0406,NA,NA,1.6168,NA,1.6678,0.2035,0.346866667,NA,NA,0.538933333,NA,0.555933333,0.037962927,0.268084701,NA,NA,0.322064163,NA,0.29950878,0.012654309,0.089361567,NA,NA,0.107354721,NA,0.09983626
581,2,Org,2,2018,SANTE,6.5,2.166666667,22,NA,NA,NA,NA,NA,22.5183634,7.506121133,112.9127999,37.63759998,45.2,45.2,NA,39.05,NA,NA,819.0308,819.0308,NA,734.90495,NA,NA,44.8,40.7,NA,41.1,NA,NA,45.6,49.7,NA,37,NA,NA,813.5592,757.4753,NA,762.9469,NA,NA,824.5024,880.5863,NA,706.863,NA,NA,0.3336,0.3367,NA,0.3184,NA,NA,NA,0.8775,0.8687,NA,0.8351,NA,NA,NA,19.331,19.293,NA,19.516,NA,NA,NA,38.683,38.885,NA,37.762,NA,NA,NA,2.524,2.731,NA,3.39,NA,NA,NA,0.45,117,0.2458,62,0.509333333,117,0.108436228,95,0.089533723,0.245839868,NA,NA,0.228675492,NA,0.190356675,0.051428776,0.104924435,NA,NA,0.103439674,NA,0.094447558,0.22,0.42,NA,NA,0.44,NA,0.45,1.0423,1.1478,NA,NA,1.4428,NA,1.528,0.347433333,0.3826,NA,NA,0.480933333,NA,0.509333333,0.089951121,0.278374296,NA,NA,0.325308684,NA,0.285795363,0.029983707,0.092791432,NA,NA,0.108436228,NA,0.095265121
861,3,Con,1,2018,SANTE,6.8,2.266666667,27,NA,NA,NA,NA,NA,12.10246185,4.034153952,84.56984996,28.18994999,48.85,49,NA,42.3,NA,NA,868.95915,871.011,NA,779.3617,NA,NA,49.9,42.9,NA,41,NA,NA,47.8,55.1,NA,43.6,NA,NA,883.3221,787.5691,NA,761.579,NA,NA,854.5962,954.4529,NA,797.1444,NA,NA,0.3638,0.2937,NA,0.3123,NA,NA,NA,0.8712,0.8699,NA,0.8384,NA,NA,NA,18.979,19.822,NA,19.591,NA,NA,NA,40.682,36.309,NA,37.394,NA,NA,NA,2.801,2.527,NA,3.285,NA,NA,NA,0.43,95,0.1592,95,0.544233333,95,0.084824201,95,0.029259645,0.152752876,NA,NA,0.159157224,NA,0.100628104,0.021681272,0.068972074,NA,NA,0.080869057,NA,0.058404655,0.09,0.42,NA,NA,0.43,NA,0.28,0.0959,0.8344,NA,NA,1.6327,NA,1.098,0.031966667,0.278133333,NA,NA,0.544233333,NA,0.366,0.002448504,0.124670862,NA,NA,0.254472603,NA,0.108690498,0.000816168,0.041556954,NA,NA,0.084824201,NA,0.036230166
997,4,Con,2,2018,SANTE,10.18,3.393333333,26.66666667,NA,NA,NA,NA,NA,36.36177635,12.12059212,136.74365,45.58121667,53,53,NA,43.35,NA,NA,925.727,925.727,NA,793.72465,NA,NA,52.1,49.2,NA,43.4,NA,NA,53.9,56.8,NA,43.3,NA,NA,913.4159,873.7468,NA,794.4086,NA,NA,938.0381,977.7072,NA,793.0407,NA,NA,0.3974,0.3902,NA,0.3589,NA,NA,NA,0.8817,0.8907,NA,0.8683,NA,NA,NA,18.604,18.683,NA,19.036,NA,NA,NA,43.148,42.606,NA,40.362,NA,NA,NA,2.712,2.461,NA,2.846,NA,NA,NA,0.59,117,0.2964,95,0.832266667,117,0.229318742,95,0.028212708,0.265732611,NA,NA,0.296357201,NA,0.261042785,0.020090014,0.140791024,NA,NA,0.110555196,NA,0.111782706,0.08,0.53,NA,NA,0.56,NA,0.59,0.2943,1.2551,NA,NA,2.3449,NA,2.4968,0.0981,0.418366667,NA,NA,0.781633333,NA,0.832266667,0.007238307,0.329626638,NA,NA,0.687956226,NA,0.643617111,0.002412769,0.109875546,NA,NA,0.229318742,NA,0.214539037
192,1,Org,1,2016,SAPHIRE,2.84,NA,NA,9,9.306285714,7.055642857,1.328119949,243.5075331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2,Org,2,2016,SAPHIRE,3.98,NA,NA,10,8.988428571,6.479071429,1.382095346,211.455805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,3,Con,1,2016,SAPHIRE,5.1,NA,NA,9,9.849857143,6.434357143,1.531649765,220.9165328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,4,Con,2,2016,SAPHIRE,5.92,NA,NA,10,8.826857143,6.194285714,1.42397701,176.5259437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,Org,1,2017,SAPHIRE,6.96,2.32,41.66666667,9.714285714,11.66757143,8.150357143,1.435605175,407.9261388,21.11067337,7.03689113,61.7852,20.59506667,NA,NA,50.1,NA,48.6,39.7,NA,NA,886.0579,NA,865.5394,743.7963,NA,NA,51.1,NA,48.6,39.7,NA,NA,49.1,NA,NA,NA,NA,NA,899.7369,NA,865.5394,743.7963,NA,NA,872.3789,NA,NA,NA,NA,NA,0.3529,NA,0.3029,NA,0.3202,NA,NA,0.9095,NA,0.9019,NA,0.8986,NA,NA,19.104,NA,19.706,NA,19.493,NA,NA,39.939,NA,36.837,NA,37.862,NA,NA,1.894,NA,1.901,NA,2.02,0.7,70,0.3608,102,0.576853333,102,0.207869928,102,NA,NA,0.309276199,0.354791574,NA,0.360895953,NA,NA,NA,0.108898715,0.103728166,NA,0.103794328,NA,NA,NA,0.7,0.6,NA,0.58,NA,NA,NA,0.9102,1.5713,NA,1.73056,NA,NA,NA,0.3034,0.523766667,NA,0.576853333,NA,NA,NA,0.2888,0.5578,NA,0.623609783,NA,NA,NA,0.096266667,0.185933333,NA,0.207869928,NA
534,2,Org,2,2017,SAPHIRE,3.29,1.645,48,9.428571429,10.53157143,6.874142857,1.440072759,435.5409366,6.693121018,3.346560505,30.564075,15.2820375,NA,NA,43.75,NA,49.5,54.7,NA,NA,799.19625,NA,877.8505,948.9813,NA,NA,39.3,NA,49.5,54.7,NA,NA,48.2,NA,NA,NA,NA,NA,738.3247,NA,877.8505,948.9813,NA,NA,860.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,0.9037,NA,NA,NA,NA,NA,NA,19.243,NA,NA,NA,NA,NA,NA,39.157,NA,NA,NA,NA,NA,NA,1.981,0.59,102,0.2747,102,0.584345,102,0.160134734,102,NA,NA,0.133200474,0.216329727,NA,0.27473958,NA,NA,NA,0.089597571,0.089579679,NA,0.139717039,NA,NA,NA,0.34,0.37,NA,0.59,NA,NA,NA,0.2534,1.0536,NA,1.16869,NA,NA,NA,0.1267,0.5268,NA,0.584345,NA,NA,NA,0.0338,0.227,NA,0.320269469,NA,NA,NA,0.0169,0.1135,NA,0.160134734,NA
