Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
806,3,Con,1,2018,00C133-020,4.38,1.46,33,NA,NA,NA,NA,NA,11.0822378,3.694079268,61.23194996,20.41064999,46.65,44.25,NA,40.55,NA,NA,838.86535,806.03575,NA,755.42345,NA,NA,45,43.8,NA,40.9,NA,NA,48.3,44.7,NA,40.2,NA,NA,816.295,799.8802,NA,760.2111,NA,NA,861.4357,812.1913,NA,750.6358,NA,NA,0.3214,0.31,NA,0.2826,NA,0.2764,NA,0.8324,0.8453,NA,0.8653,NA,0.7715,NA,19.477,19.617,NA,19.965,NA,20.045,NA,37.931,37.247,NA,35.706,NA,35.368,NA,3.469,3.125,NA,2.577,NA,4.569,NA,0.47,62,0.1992,95,0.4301,95,0.084205262,95,0.011655172,0.195716727,NA,NA,0.199186236,NA,0.111896951,0.007071068,0.12006362,NA,NA,0.100946509,NA,0.072911032,0.02,0.47,NA,NA,0.42,NA,0.41,0.0145,0.4681,NA,NA,1.2903,NA,1.0216,0.004833333,0.156033333,NA,NA,0.4301,NA,0.340533333,0.000104783,0.090290706,NA,NA,0.252615786,NA,0.121481073,3.49E-05,0.030096902,NA,NA,0.084205262,NA,0.040493691
1049,4,Con,2,2018,00C133-020,7.42,2.473333333,23.33333333,NA,NA,NA,NA,NA,23.64209663,7.880698877,106.0739,35.35796666,44.85,45.05,NA,39.65,NA,NA,814.24315,816.97895,NA,743.11235,NA,NA,43.5,46.7,NA,38.1,NA,NA,46.2,43.4,NA,41.2,NA,NA,795.7765,839.5493,NA,721.9099,NA,NA,832.7098,794.4086,NA,764.3148,NA,NA,0.3351,0.3296,NA,0.3076,NA,0.2623,NA,0.8731,0.8724,NA,0.828,NA,0.7564,NA,19.314,19.38,NA,19.648,NA,20.231,NA,38.785,38.438,NA,37.108,NA,34.618,NA,2.626,2.621,NA,3.492,NA,4.802,NA,0.56,62,0.2851,62,0.514466667,95,0.117673019,95,0.076680801,0.28505645,NA,NA,0.231689776,NA,0.17648564,0.046232662,0.135460449,NA,NA,0.098065897,NA,0.094157241,0.2,0.56,NA,NA,0.44,NA,0.47,0.5896,1.2046,NA,NA,1.5434,NA,1.3178,0.196533333,0.401533333,NA,NA,0.514466667,NA,0.439266667,0.043267911,0.339698589,NA,NA,0.353019057,NA,0.230732553,0.014422637,0.113232863,NA,NA,0.117673019,NA,0.076910851
288,1,Org,1,2016,01C_071-002,4.62,NA,NA,9,8.886857143,6.229142857,1.434125153,180.6468199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,2,Org,2,2016,01C_071-002,3.56,NA,NA,9,8.369571429,6.042214286,1.377405977,165.4027642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,3,Con,1,2016,01C_071-002,6.52,NA,NA,8.5,9.209,6.325785714,1.46068768,192.8759846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,4,Con,2,2016,01C_071-002,5.42,NA,NA,9,9.157857143,6.271142857,1.463184772,193.0984615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1,Org,1,2017,01C_071-002,6.35,2.116666667,41,9,8.679857143,6.135785714,1.417715345,174.6798912,25.49451802,8.498172671,66.09695,22.03231668,NA,NA,41.05,NA,43.5,39.3,NA,NA,762.26295,NA,795.7765,738.3247,NA,NA,40.5,NA,43.5,39.3,NA,NA,41.6,NA,NA,NA,NA,NA,754.7395,NA,795.7765,738.3247,NA,NA,769.7864,NA,NA,NA,NA,NA,0.1884,NA,0.3271,NA,0.3064,NA,NA,0.8636,NA,0.8867,NA,0.8882,NA,NA,21.277,NA,19.409,NA,19.663,NA,NA,31.153,NA,38.28,NA,37.035,NA,NA,2.28,NA,2.299,NA,2.194,0.74,87,0.4329,102,0.547313333,102,0.236698579,102,NA,NA,0.330720265,0.419239544,NA,0.432957051,NA,NA,NA,0.10285101,0.103958057,NA,0.095630932,NA,NA,NA,0.6,0.74,NA,0.65,NA,NA,NA,1.1468,1.6412,NA,1.64194,NA,NA,NA,0.382266667,0.547066667,NA,0.547313333,NA,NA,NA,0.3789,0.6922,NA,0.710095736,NA,NA,NA,0.1263,0.230733333,NA,0.236698579,NA
518,2,Org,2,2017,01C_071-002,4.32,2.16,48,9.714285714,11.40757143,7.732071429,1.470692031,376.4546638,8.04724199,4.023620995,35.963525,17.9817625,NA,NA,40.45,NA,44,48.8,NA,NA,754.05555,NA,802.616,868.2752,NA,NA,38.9,NA,44,48.8,NA,NA,42,NA,NA,NA,NA,NA,732.8531,NA,802.616,868.2752,NA,NA,775.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3222,NA,NA,NA,NA,NA,NA,0.8946,NA,NA,NA,NA,NA,NA,19.468,NA,NA,NA,NA,NA,NA,37.981,NA,NA,NA,NA,NA,NA,2.113,0.48,102,0.2664,102,0.519185,102,0.137689466,102,NA,NA,0.193492245,0.228364712,NA,0.266444427,NA,NA,NA,0.076746811,0.106685678,NA,0.09980484,NA,NA,NA,0.34,0.44,NA,0.48,NA,NA,NA,0.6125,1.0145,NA,1.03837,NA,NA,NA,0.30625,0.50725,NA,0.519185,NA,NA,NA,0.1178,0.2303,NA,0.275378932,NA,NA,NA,0.0589,0.11515,NA,0.137689466,NA
881,3,Con,1,2017,01C_071-002,7.77,2.59,34.33333333,10,9.626142857,6.994857143,1.384117072,246.9632756,25.86323241,8.621077475,75.156825,25.05227499,NA,NA,38.85,NA,50.1,56,NA,NA,732.16915,NA,886.0579,966.764,NA,NA,38.1,NA,50.1,56,NA,NA,39.6,NA,NA,NA,NA,NA,721.9099,NA,886.0579,966.764,NA,NA,742.4284,NA,NA,NA,NA,NA,0.2992,NA,NA,NA,0.3454,NA,NA,0.8573,NA,NA,NA,0.902,NA,NA,19.762,NA,NA,NA,19.191,NA,NA,36.706,NA,NA,NA,39.446,NA,NA,2.812,NA,NA,NA,2.032,0.69,102,0.3969,102,0.506833333,70,0.19338898,102,NA,NA,0.328170996,0.346862887,NA,0.396891369,NA,NA,NA,0.115756033,0.072274043,NA,0.106631756,NA,NA,NA,0.55,0.58,NA,0.69,NA,NA,NA,1.5205,1.3972,NA,1.46505,NA,NA,NA,0.506833333,0.465733333,NA,0.48835,NA,NA,NA,0.498355244,0.487950697,NA,0.58016694,NA,NA,NA,0.166118415,0.162650232,NA,0.19338898,NA
1073,4,Con,2,2017,01C_071-002,5.42,1.806666667,35,8.428571429,9.184,6.6435,1.381403534,238.9994653,15.61732304,5.205774331,68.827075,22.94235832,NA,NA,50.8,NA,49.8,41.7,NA,NA,895.6332,NA,881.9542,771.1543,NA,NA,51.9,NA,49.8,41.7,NA,NA,49.7,NA,NA,NA,NA,NA,910.6801,NA,881.9542,771.1543,NA,NA,880.5863,NA,NA,NA,NA,NA,0.1553,NA,0.3024,NA,0.3335,NA,NA,0.8695,NA,0.8695,NA,0.8782,NA,NA,21.798,NA,19.712,NA,19.332,NA,NA,29.833,NA,36.805,NA,38.678,NA,NA,2.079,NA,2.569,NA,2.508,0.51,87,0.24,87,0.4496,87,0.107833333,87,NA,NA,0.225828143,0.240007414,NA,0.202112177,NA,NA,NA,0.112954667,0.110216964,NA,0.076261927,NA,NA,NA,0.43,0.51,NA,0.4,NA,NA,NA,1.2685,1.3488,NA,1.31007,NA,NA,NA,0.422833333,0.4496,NA,0.43669,NA,NA,NA,0.286687873,0.3235,NA,0.264537438,NA,NA,NA,0.095562624,0.107833333,NA,0.088179146,NA
62,1,Org,1,2018,01C_071-002,8.4,2.8,30.33333333,NA,NA,NA,NA,NA,22.28908613,7.429695377,103.7040001,34.56800002,42.8,53.85,NA,48.45,NA,NA,786.2012,937.35415,NA,863.48755,NA,NA,48.3,52.6,NA,45.7,NA,NA,37.3,55.1,NA,51.2,NA,NA,861.4357,920.2554,NA,825.8703,NA,NA,710.9667,954.4529,NA,901.1048,NA,NA,0.3379,0.3509,NA,0.3504,NA,NA,NA,0.8604,0.891,NA,0.8892,NA,NA,NA,19.28,19.127,NA,19.133,NA,NA,NA,38.976,39.811,NA,39.789,NA,NA,NA,2.921,2.296,NA,2.333,NA,NA,NA,0.55,117,0.2596,95,0.608,95,0.156040546,95,0.041375167,0.16991113,NA,NA,0.259570175,NA,0.225556107,0.027340293,0.096985094,NA,NA,0.120451661,NA,0.107034246,0.11,0.38,NA,NA,0.51,NA,0.55,0.2996,0.9227,NA,NA,1.824,NA,1.8179,0.099866667,0.307566667,NA,NA,0.608,NA,0.605966667,0.011310744,0.153899139,NA,NA,0.468121638,NA,0.405294591,0.003770248,0.051299713,NA,NA,0.156040546,NA,0.135098197
310,2,Org,2,2018,01C_071-002,7.38,2.46,26,NA,NA,NA,NA,NA,17.68034452,5.893448174,101.3364,33.77880001,48,52.05,NA,44.1,NA,NA,857.332,912.73195,NA,803.9839,NA,NA,46.9,56.5,NA,44.6,NA,NA,49.1,47.6,NA,43.6,NA,NA,842.2851,973.6035,NA,810.8234,NA,NA,872.3789,851.8604,NA,797.1444,NA,NA,0.3262,0.3129,NA,0.3398,NA,0.3211,NA,0.8361,0.8712,NA,0.8777,NA,0.8662,NA,19.422,19.583,NA,19.257,NA,19.483,NA,38.236,37.433,NA,39.089,NA,37.922,NA,3.408,2.573,NA,2.545,NA,2.722,NA,0.39,95,0.1979,62,0.566,95,0.108761038,95,0.049976792,0.197882479,NA,NA,0.195182568,NA,0.149715044,0.03299703,0.085013247,NA,NA,0.093822328,NA,0.0830093,0.13,0.36,NA,NA,0.39,NA,0.38,0.3878,0.936,NA,NA,1.698,NA,1.695,0.129266667,0.312,NA,NA,0.566,NA,0.565,0.018049413,0.182300622,NA,NA,0.326283114,NA,0.248304561,0.006016471,0.060766874,NA,NA,0.108761038,NA,0.082768187
852,3,Con,1,2018,01C_071-002,9.56,3.186666667,24.66666667,NA,NA,NA,NA,NA,26.21354991,8.737849969,119.6634,39.88780001,53.95,54.95,NA,52.4,NA,NA,938.72205,952.40105,NA,917.5196,NA,NA,55.1,57.6,NA,49.3,NA,NA,52.8,52.3,NA,55.5,NA,NA,954.4529,988.6504,NA,875.1147,NA,NA,922.9912,916.1517,NA,959.9245,NA,NA,0.3652,0.3654,NA,0.3517,NA,NA,NA,0.8738,0.8716,NA,0.8738,NA,NA,NA,18.963,18.96,NA,19.118,NA,NA,NA,40.784,40.792,NA,39.863,NA,NA,NA,2.747,2.798,NA,2.686,NA,NA,NA,0.59,62,0.2505,62,0.722333333,95,0.174213233,95,0.043477957,0.250450416,NA,NA,0.244365944,NA,0.166047068,0.023635225,0.097968723,NA,NA,0.0941719,NA,0.078783646,0.09,0.59,NA,NA,0.48,NA,0.38,0.2858,1.0568,NA,NA,2.167,NA,1.9631,0.095266667,0.352266667,NA,NA,0.722333333,NA,0.654366667,0.011443164,0.261199311,NA,NA,0.522639699,NA,0.319537842,0.003814388,0.087066437,NA,NA,0.174213233,NA,0.106512614
912,4,Con,2,2018,01C_071-002,8.72,2.906666667,24.66666667,NA,NA,NA,NA,NA,22.86108695,7.620362316,102.11705,34.03901668,53.3,55.25,NA,48.15,NA,NA,929.8307,956.50475,NA,859.38385,NA,NA,53.2,55.9,NA,46.8,NA,NA,53.4,54.6,NA,49.5,NA,NA,928.4628,965.3961,NA,840.9172,NA,NA,931.1986,947.6134,NA,877.8505,NA,NA,0.36,0.3454,NA,0.3506,NA,0.3253,NA,0.8652,0.8624,NA,0.8814,NA,0.8815,NA,19.022,19.191,NA,19.132,NA,19.431,NA,40.421,39.45,NA,39.81,NA,38.169,NA,2.922,2.914,NA,2.506,NA,2.404,NA,0.59,95,0.2932,95,0.5869,95,0.17037402,95,0.05414505,0.172705167,NA,NA,0.293199296,NA,0.181564585,0.042773497,0.088910012,NA,NA,0.085333766,NA,0.076842264,0.18,0.52,NA,NA,0.59,NA,0.41,0.1889,1.0199,NA,NA,1.7607,NA,1.6639,0.062966667,0.339966667,NA,NA,0.5869,NA,0.554633333,0.00957741,0.172922316,NA,NA,0.51112206,NA,0.295735482,0.00319247,0.057640772,NA,NA,0.17037402,NA,0.098578494
242,1,Org,1,2016,02M_012-001,2.72,NA,NA,9.5,10.32571429,6.424071429,1.622438215,230.0366137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,2,Org,2,2016,02M_012-001,4.04,NA,NA,10,8.511571429,5.415571429,1.570532849,131.4144243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,3,Con,1,2016,02M_012-001,4.48,NA,NA,9.5,9.537714286,5.893142857,1.618484862,175.1385327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,4,Con,2,2016,02M_012-001,4.96,NA,NA,10,11.06442857,6.419928571,1.73550176,238.3875297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,Org,1,2017,02M_012-001,5.82,1.94,36,9.571428571,9.792285714,6.1595,1.581189057,197.8176467,21.00020588,7.000068622,57.954725,19.31824168,NA,NA,39.4,NA,42.4,39.9,NA,NA,739.6926,NA,780.7296,746.5321,NA,NA,36.8,NA,42.4,39.9,NA,NA,42,NA,NA,NA,NA,NA,704.1272,NA,780.7296,746.5321,NA,NA,775.258,NA,NA,NA,NA,NA,0.259,NA,0.302,NA,0.2983,NA,NA,0.9026,NA,0.9032,NA,0.875,NA,NA,20.274,NA,19.718,NA,19.767,NA,NA,34.448,NA,36.778,NA,36.605,NA,NA,1.763,NA,1.871,NA,2.442,0.64,87,0.3869,87,0.47783,102,0.18410915,102,NA,NA,0.331449515,0.386853027,NA,0.385956163,NA,NA,NA,0.08023333,0.086162631,NA,0.097085713,NA,NA,NA,0.57,0.64,NA,0.58,NA,NA,NA,0.9707,1.3425,NA,1.43349,NA,NA,NA,0.323566667,0.4475,NA,0.47783,NA,NA,NA,0.3223,0.5198,NA,0.552327451,NA,NA,NA,0.107433333,0.173266667,NA,0.18410915,NA
588,2,Org,2,2017,02M_012-001,5.02,1.673333333,37,9.857142857,9.882571429,6.075785714,1.645631972,193.5418864,16.26468414,5.421561392,50.177925,16.72597501,NA,NA,43.45,NA,39.9,40.6,NA,NA,795.09255,NA,746.5321,756.1074,NA,NA,40.9,NA,39.9,40.6,NA,NA,46,NA,NA,NA,NA,NA,760.2111,NA,746.5321,756.1074,NA,NA,829.974,NA,NA,NA,NA,NA,0.111,NA,NA,NA,0.3046,NA,NA,0.8427,NA,NA,NA,0.8539,NA,NA,22.522,NA,NA,NA,19.688,NA,NA,28.15,NA,NA,NA,36.953,NA,NA,2.402,NA,NA,NA,2.91,0.68,102,0.3282,70,0.36143,102,0.115101517,102,NA,NA,0.328199136,0.321006506,NA,0.319186933,NA,NA,NA,0.139545326,0.144702878,NA,0.132401681,NA,NA,NA,0.59,0.63,NA,0.68,NA,NA,NA,0.9029,1.076,NA,1.08429,NA,NA,NA,0.300966667,0.358666667,NA,0.36143,NA,NA,NA,0.2966,0.3449,NA,0.345304552,NA,NA,NA,0.098866667,0.114966667,NA,0.115101517,NA
662,3,Con,1,2017,02M_012-001,4.51,2.255,33,8.857142857,9.931571429,6.593071429,1.521684867,242.6742544,17.07686018,8.538430102,53.7075,26.85375,NA,NA,45.45,NA,45.7,52.1,NA,NA,822.45055,NA,825.8703,913.4159,NA,NA,40.3,NA,45.7,52.1,NA,NA,50.6,NA,NA,NA,NA,NA,752.0037,NA,825.8703,913.4159,NA,NA,892.8974,NA,NA,NA,NA,NA,0.3389,NA,NA,NA,0.3305,NA,NA,0.8894,NA,NA,NA,0.8262,NA,NA,19.268,NA,NA,NA,19.369,NA,NA,39.028,NA,NA,NA,38.497,NA,NA,2.285,NA,NA,NA,3.661,0.57,102,0.3832,102,0.7427,102,0.284458106,102,NA,NA,0.336005594,0.267234307,NA,0.383340851,NA,NA,NA,0.104724553,0.1095455,NA,0.093130054,NA,NA,NA,0.53,0.51,NA,0.57,NA,NA,NA,0.7508,1.37,NA,1.4854,NA,NA,NA,0.3754,0.685,NA,0.7427,NA,NA,NA,0.252369285,0.366864578,NA,0.568916212,NA,NA,NA,0.126184643,0.183432289,NA,0.284458106,NA
